
"time","usr","sys","idl","wai","hiq","siq","read","writ","memused","buff","cach","free","used","free","recv","send"
08-05 04:58:24,50.649,9.668,36.482,0.110,0.0,3.090,0.0,1564569.600,22565449728.0,1486848.0,4698677248.0,23201665024.0,0.0,25375535104.0,22895432.600,13725166.400
08-05 04:58:29,56.234,8.721,31.417,0.111,0.0,3.517,0.0,1829068.800,22563549184.0,1486848.0,4707749888.0,23194492928.0,0.0,25375535104.0,25444944.0,14864918.0
08-05 04:58:34,52.907,8.467,35.422,0.196,0.0,3.009,0.0,1612288.0,22564167680.0,1486848.0,4715212800.0,23186411520.0,0.0,25375535104.0,23260961.0,13883229.800
08-05 04:58:39,55.562,8.570,32.618,0.136,0.008,3.106,0.0,3467776.0,22562983936.0,1486848.0,4723552256.0,23179255808.0,0.0,25375535104.0,24613677.0,14683839.200
08-05 04:58:44,52.875,10.252,33.738,0.136,0.0,2.998,0.0,1655705.600,22563328000.0,1486848.0,4731285504.0,23171178496.0,0.0,25375535104.0,22980635.400,13811540.0
08-05 04:58:49,54.847,8.843,33.058,0.128,0.0,3.124,0.0,1680998.400,22558793728.0,1486848.0,4739780608.0,23167217664.0,0.0,25375535104.0,24640615.200,14763468.200
08-05 04:58:54,54.925,8.322,33.501,0.128,0.0,3.124,0.0,1678643.200,22558806016.0,1486848.0,4747788288.0,23159197696.0,0.0,25375535104.0,23647678.200,14065130.200
08-05 04:58:59,55.363,8.446,33.002,0.119,0.0,3.071,0.0,1631948.800,22558187520.0,1486848.0,4755943424.0,23151661056.0,0.0,25375535104.0,23798603.400,14259434.600
08-05 04:59:04,54.266,9.947,32.497,0.136,0.0,3.155,0.0,1739673.600,22558363648.0,1486848.0,4763979776.0,23143448576.0,0.0,25375535104.0,23827695.0,14128125.200
08-05 04:59:09,54.406,8.446,33.946,0.119,0.0,3.082,0.0,1643724.800,22556626944.0,1486848.0,4772278272.0,23136886784.0,0.0,25375535104.0,23803536.600,14289451.0
08-05 04:59:14,55.262,8.343,33.195,0.144,0.0,3.056,0.0,1688576.0,22558842880.0,1486848.0,4780195840.0,23126753280.0,0.0,25375535104.0,23702547.400,13978981.400
08-05 04:59:19,53.211,8.557,34.992,0.170,0.0,3.071,0.0,2034278.400,22555611136.0,1486848.0,4683739136.0,23226441728.0,0.0,25375535104.0,24002452.400,14340183.0
08-05 04:59:24,54.836,9.935,31.935,0.093,0.0,3.201,0.0,1715609.600,22557470720.0,1486848.0,4691832832.0,23216488448.0,0.0,25375535104.0,24217061.600,14414761.200
08-05 04:59:29,54.307,8.555,33.940,0.128,0.0,3.070,0.0,1696153.600,22556512256.0,1486848.0,4699951104.0,23209328640.0,0.0,25375535104.0,23494553.600,14249019.0
08-05 04:59:34,56.428,8.874,31.430,0.111,0.009,3.148,0.0,1702092.800,22555893760.0,1486848.0,4708323328.0,23201574912.0,0.0,25375535104.0,24274043.600,14427669.600
08-05 04:59:39,54.746,8.522,33.688,0.119,0.0,2.926,0.0,1649356.800,22554914816.0,1486848.0,4716273664.0,23194603520.0,0.0,25375535104.0,23623875.400,14033237.800
08-05 04:59:44,55.133,10.691,30.893,0.127,0.0,3.156,0.0,3460710.400,22556880896.0,1486848.0,4724494336.0,23184416768.0,0.0,25375535104.0,24098733.0,14405389.400
08-05 04:59:49,54.088,8.533,34.215,0.102,0.0,3.063,0.0,1657241.600,22555865088.0,1486848.0,4732911616.0,23177015296.0,0.0,25375535104.0,23540945.0,14020138.200
08-05 04:59:54,54.761,8.686,33.322,0.111,0.0,3.120,0.0,1671168.0,22553432064.0,1486848.0,4740800512.0,23171559424.0,0.0,25375535104.0,24269548.0,14618712.400
08-05 04:59:59,55.600,8.504,32.656,0.119,0.009,3.113,0.0,1687040.0,22554890240.0,1486848.0,4748812288.0,23162089472.0,0.0,25375535104.0,23766775.0,14093309.800
08-05 05:00:04,53.245,10.853,32.712,0.128,0.0,3.062,0.0,1669529.600,22557069312.0,1486848.0,4756877312.0,23151845376.0,0.0,25375535104.0,23086977.400,14063644.600
08-05 05:00:09,56.539,8.784,31.505,0.128,0.0,3.044,0.0,1720832.0,22555090944.0,1486848.0,4765118464.0,23145582592.0,0.0,25375535104.0,24457407.400,14517126.800
08-05 05:00:14,56.267,8.390,32.311,0.110,0.0,2.921,0.0,1633484.800,22556905472.0,1486848.0,4773883904.0,23135002624.0,0.0,25375535104.0,23708280.600,14153764.200
08-05 05:00:19,57.515,8.783,30.468,0.136,0.0,3.098,0.0,2152960.0,22558552064.0,1486848.0,4676730880.0,23230509056.0,0.0,25375535104.0,24154532.600,14388482.400
08-05 05:00:24,53.450,9.735,33.775,0.120,0.009,2.912,0.0,1614745.600,22559883264.0,1486848.0,4685242368.0,23220666368.0,0.0,25375535104.0,23049041.0,13810006.800
08-05 05:00:29,54.599,8.466,33.617,0.119,0.0,3.199,0.0,1721446.400,22561529856.0,1486848.0,4693360640.0,23210901504.0,0.0,25375535104.0,24132994.600,14323870.600
08-05 05:00:34,52.514,8.556,35.606,0.144,0.0,3.180,0.0,1605939.200,22563655680.0,1486848.0,4700901376.0,23201234944.0,0.0,25375535104.0,23803139.400,14068109.800
08-05 05:00:39,55.679,8.806,32.213,0.119,0.0,3.182,0.0,1745408.0,22562013184.0,1486848.0,4709466112.0,23194312704.0,0.0,25375535104.0,25017259.0,14845129.800
08-05 05:00:44,53.424,10.267,33.076,0.119,0.0,3.114,0.0,3417292.800,22567104512.0,1486848.0,4717268992.0,23181418496.0,0.0,25375535104.0,23088735.400,13747243.600
08-05 05:00:49,55.359,8.830,32.588,0.111,0.009,3.105,0.0,1687859.200,22565453824.0,1486848.0,4726153216.0,23174184960.0,0.0,25375535104.0,24658750.800,14714930.800
08-05 05:00:54,51.447,7.864,37.566,0.145,0.0,2.979,0.0,1545011.200,22567833600.0,1486848.0,4733227008.0,23164731392.0,0.0,25375535104.0,22394059.0,13289826.0
08-05 05:00:59,50.459,8.044,38.274,0.102,0.0,3.121,0.0,1644544.0,22570426368.0,1486848.0,4741550080.0,23153815552.0,0.0,25375535104.0,23707415.400,13632370.200
08-05 05:01:04,52.568,10.839,33.079,0.093,0.0,3.421,0.0,1731072.0,22786785280.0,1486848.0,4749512704.0,22929494016.0,0.0,25375535104.0,24609865.400,14343145.600
08-05 05:01:09,56.235,9.192,30.922,0.127,0.0,3.524,0.0,1802547.200,22786277376.0,1486848.0,4758589440.0,22920925184.0,0.0,25375535104.0,25846106.0,15158019.600
08-05 05:01:14,53.527,8.595,34.465,0.136,0.009,3.268,0.0,1667072.0,22785150976.0,1486848.0,4766195712.0,22914445312.0,0.0,25375535104.0,24195761.800,14367177.0
08-05 05:01:19,54.188,8.665,33.843,0.170,0.0,3.135,0.0,2131865.600,22787686400.0,1486848.0,4669751296.0,23008354304.0,0.0,25375535104.0,24252794.800,14474075.600
08-05 05:01:24,52.458,10.206,34.049,0.127,0.0,3.159,0.0,1585152.0,22790455296.0,1486848.0,4677402624.0,22997934080.0,0.0,25375535104.0,23085775.200,13863915.600
08-05 05:01:29,53.865,8.539,34.291,0.119,0.0,3.187,0.0,1744281.600,22788169728.0,1486848.0,4685959168.0,22991663104.0,0.0,25375535104.0,24873366.0,14956124.800
08-05 05:01:34,56.921,8.902,30.931,0.119,0.0,3.126,0.0,1707827.200,22790074368.0,1486848.0,4702601216.0,22973116416.0,0.0,25375535104.0,24048742.0,14223443.600
08-05 05:01:39,55.839,8.506,32.568,0.128,0.009,2.951,0.0,1640140.800,22790541312.0,1486848.0,4710780928.0,22964469760.0,0.0,25375535104.0,23782450.200,14278651.400
08-05 05:01:44,55.064,11.183,30.536,0.128,0.0,3.089,0.0,3440128.0,22794592256.0,1486848.0,4718546944.0,22952652800.0,0.0,25375535104.0,23256540.600,13850188.600
08-05 05:01:49,53.938,8.685,34.176,0.145,0.009,3.048,0.0,1640345.600,22795161600.0,1486848.0,4726800384.0,22943830016.0,0.0,25375535104.0,24017226.800,14310866.800
08-05 05:01:54,54.074,8.530,33.800,0.195,0.0,3.400,0.0,1680384.0,22795689984.0,1486848.0,4734681088.0,22935420928.0,0.0,25375535104.0,24126627.200,14174875.800
08-05 05:01:59,53.717,8.391,34.571,0.188,0.0,3.133,0.0,1702092.800,22794989568.0,1486848.0,4743585792.0,22927216640.0,0.0,25375535104.0,24211625.200,14410749.800
08-05 05:02:04,54.847,11.037,30.920,0.102,0.0,3.093,0.0,1731788.800,22798520320.0,1486848.0,4751249408.0,22916022272.0,0.0,25375535104.0,23948512.200,14211029.600
08-05 05:02:09,53.980,8.563,34.405,0.102,0.0,2.951,0.0,1646899.200,22798540800.0,1486848.0,4759445504.0,22907805696.0,0.0,25375535104.0,23995134.200,14394641.800
08-05 05:02:14,56.015,8.632,32.124,0.119,0.0,3.110,0.0,1699020.800,22800560128.0,1486848.0,4767551488.0,22897680384.0,0.0,25375535104.0,24077704.0,14286219.800
08-05 05:02:19,56.329,8.493,32.169,0.153,0.009,2.848,0.0,2063564.800,22804828160.0,1486848.0,4671053824.0,22989910016.0,0.0,25375535104.0,23544536.600,14022910.800
08-05 05:02:24,54.223,10.157,32.300,0.119,0.0,3.201,0.0,1666252.800,22805479424.0,1486848.0,4679450624.0,22980861952.0,0.0,25375535104.0,23490480.800,13866136.600
